	Label	Key	From	To	Last Updated	Frequency	Country	Item	Country.1	Data type	Balance sheet suffix	Long description
826	Exposures to operational risk - Standardised (STA) / Alternative Standardised (ASA) approaches	SUP.Q.LV.W0._Z.E6200._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	LV	E6200	ALL	LE	E	 Latvia, World (all entities, including reference area, including IO), Exposures to operational risk - Standardised (STA) / Alternative Standardised (ASA) approaches, All exposures, Closing balance sheet/Positions/Stocks, Euro
827	Exposures to operational risk - Advanced measurement approaches (AMA)	SUP.Q.LV.W0._Z.E6300._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	LV	E6300	ALL	LE	E	 Latvia, World (all entities, including reference area, including IO), Exposures to operational risk - Advanced measurement approaches (AMA), All exposures, Closing balance sheet/Positions/Stocks, Euro
828	TOTAL RISK EXPOSURE AMOUNT FOR CREDIT VALUATION ADJUSTMENT	SUP.Q.LV.W0._Z.E7000._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	LV	E7000	ALL	LE	E	 Latvia, World (all entities, including reference area, including IO), TOTAL RISK EXPOSURE AMOUNT FOR CREDIT VALUATION ADJUSTMENT, All exposures, Closing balance sheet/Positions/Stocks, Euro
829	OTHER RISK EXPOSURE AMOUNTS (other, due to fixed overheads and related to large exposures in the trading book)	SUP.Q.LV.W0._Z.E9300._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	LV	E9300	ALL	LE	E	 Latvia, World (all entities, including reference area, including IO), OTHER RISK EXPOSURE AMOUNTS (other, due to fixed overheads and related to large exposures in the trading book), All exposures, Closing balance sheet/Positions/Stocks, Euro
830	Exposures to market risk - Risk exposure amount for position, foreign exchange and commodities risks under standardised approaches (SA)	SUP.Q.MT.W0._Z.E5100._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	MT	E5100	ALL	LE	E	 Malta, World (all entities, including reference area, including IO), Exposures to market risk - Risk exposure amount for position, foreign exchange and commodities risks under standardised approaches (SA), All exposures, Closing balance sheet/Positions/Stocks, Euro
831	Exposures to market risk - Risk exposure amount for Position, foreign exchange and commodities risks under internal models (IM)	SUP.Q.MT.W0._Z.E5200._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	MT	E5200	ALL	LE	E	 Malta, World (all entities, including reference area, including IO), Exposures to market risk - Risk exposure amount for Position, foreign exchange and commodities risks under internal models (IM), All exposures, Closing balance sheet/Positions/Stocks, Euro
832	TOTAL RISK EXPOSURE AMOUNT FOR OPERATIONAL RISK (OpR )	SUP.Q.MT.W0._Z.E6000._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	MT	E6000	ALL	LE	E	 Malta, World (all entities, including reference area, including IO), TOTAL RISK EXPOSURE AMOUNT FOR OPERATIONAL RISK (OpR ), All exposures, Closing balance sheet/Positions/Stocks, Euro
833	Exposures to operational risk - Basic indicator approach (BIA)	SUP.Q.MT.W0._Z.E6100._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	MT	E6100	ALL	LE	E	 Malta, World (all entities, including reference area, including IO), Exposures to operational risk - Basic indicator approach (BIA), All exposures, Closing balance sheet/Positions/Stocks, Euro
834	Exposures to operational risk - Standardised (STA) / Alternative Standardised (ASA) approaches	SUP.Q.MT.W0._Z.E6200._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	MT	E6200	ALL	LE	E	 Malta, World (all entities, including reference area, including IO), Exposures to operational risk - Standardised (STA) / Alternative Standardised (ASA) approaches, All exposures, Closing balance sheet/Positions/Stocks, Euro
835	Exposures to operational risk - Advanced measurement approaches (AMA)	SUP.Q.MT.W0._Z.E6300._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	MT	E6300	ALL	LE	E	 Malta, World (all entities, including reference area, including IO), Exposures to operational risk - Advanced measurement approaches (AMA), All exposures, Closing balance sheet/Positions/Stocks, Euro
836	TOTAL RISK EXPOSURE AMOUNT FOR CREDIT VALUATION ADJUSTMENT	SUP.Q.MT.W0._Z.E7000._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	MT	E7000	ALL	LE	E	 Malta, World (all entities, including reference area, including IO), TOTAL RISK EXPOSURE AMOUNT FOR CREDIT VALUATION ADJUSTMENT, All exposures, Closing balance sheet/Positions/Stocks, Euro
837	OTHER RISK EXPOSURE AMOUNTS (other, due to fixed overheads and related to large exposures in the trading book)	SUP.Q.MT.W0._Z.E9300._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	MT	E9300	ALL	LE	E	 Malta, World (all entities, including reference area, including IO), OTHER RISK EXPOSURE AMOUNTS (other, due to fixed overheads and related to large exposures in the trading book), All exposures, Closing balance sheet/Positions/Stocks, Euro
838	Exposures to market risk - Risk exposure amount for position, foreign exchange and commodities risks under standardised approaches (SA)	SUP.Q.NL.W0._Z.E5100._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	NL	E5100	ALL	LE	E	 Netherlands, World (all entities, including reference area, including IO), Exposures to market risk - Risk exposure amount for position, foreign exchange and commodities risks under standardised approaches (SA), All exposures, Closing balance sheet/Positions/Stocks, Euro
839	Exposures to market risk - Risk exposure amount for Position, foreign exchange and commodities risks under internal models (IM)	SUP.Q.NL.W0._Z.E5200._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	NL	E5200	ALL	LE	E	 Netherlands, World (all entities, including reference area, including IO), Exposures to market risk - Risk exposure amount for Position, foreign exchange and commodities risks under internal models (IM), All exposures, Closing balance sheet/Positions/Stocks, Euro
840	TOTAL RISK EXPOSURE AMOUNT FOR OPERATIONAL RISK (OpR )	SUP.Q.NL.W0._Z.E6000._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	NL	E6000	ALL	LE	E	 Netherlands, World (all entities, including reference area, including IO), TOTAL RISK EXPOSURE AMOUNT FOR OPERATIONAL RISK (OpR ), All exposures, Closing balance sheet/Positions/Stocks, Euro
841	Exposures to operational risk - Basic indicator approach (BIA)	SUP.Q.NL.W0._Z.E6100._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	NL	E6100	ALL	LE	E	 Netherlands, World (all entities, including reference area, including IO), Exposures to operational risk - Basic indicator approach (BIA), All exposures, Closing balance sheet/Positions/Stocks, Euro
842	Exposures to operational risk - Standardised (STA) / Alternative Standardised (ASA) approaches	SUP.Q.NL.W0._Z.E6200._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	NL	E6200	ALL	LE	E	 Netherlands, World (all entities, including reference area, including IO), Exposures to operational risk - Standardised (STA) / Alternative Standardised (ASA) approaches, All exposures, Closing balance sheet/Positions/Stocks, Euro
843	Exposures to operational risk - Advanced measurement approaches (AMA)	SUP.Q.NL.W0._Z.E6300._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	NL	E6300	ALL	LE	E	 Netherlands, World (all entities, including reference area, including IO), Exposures to operational risk - Advanced measurement approaches (AMA), All exposures, Closing balance sheet/Positions/Stocks, Euro
844	TOTAL RISK EXPOSURE AMOUNT FOR CREDIT VALUATION ADJUSTMENT	SUP.Q.NL.W0._Z.E7000._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	NL	E7000	ALL	LE	E	 Netherlands, World (all entities, including reference area, including IO), TOTAL RISK EXPOSURE AMOUNT FOR CREDIT VALUATION ADJUSTMENT, All exposures, Closing balance sheet/Positions/Stocks, Euro
845	OTHER RISK EXPOSURE AMOUNTS (other, due to fixed overheads and related to large exposures in the trading book)	SUP.Q.NL.W0._Z.E9300._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	NL	E9300	ALL	LE	E	 Netherlands, World (all entities, including reference area, including IO), OTHER RISK EXPOSURE AMOUNTS (other, due to fixed overheads and related to large exposures in the trading book), All exposures, Closing balance sheet/Positions/Stocks, Euro
846	Exposures to market risk - Risk exposure amount for position, foreign exchange and commodities risks under standardised approaches (SA)	SUP.Q.PT.W0._Z.E5100._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	PT	E5100	ALL	LE	E	 Portugal, World (all entities, including reference area, including IO), Exposures to market risk - Risk exposure amount for position, foreign exchange and commodities risks under standardised approaches (SA), All exposures, Closing balance sheet/Positions/Stocks, Euro
847	Exposures to market risk - Risk exposure amount for Position, foreign exchange and commodities risks under internal models (IM)	SUP.Q.PT.W0._Z.E5200._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	PT	E5200	ALL	LE	E	 Portugal, World (all entities, including reference area, including IO), Exposures to market risk - Risk exposure amount for Position, foreign exchange and commodities risks under internal models (IM), All exposures, Closing balance sheet/Positions/Stocks, Euro
848	TOTAL RISK EXPOSURE AMOUNT FOR OPERATIONAL RISK (OpR )	SUP.Q.PT.W0._Z.E6000._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	PT	E6000	ALL	LE	E	 Portugal, World (all entities, including reference area, including IO), TOTAL RISK EXPOSURE AMOUNT FOR OPERATIONAL RISK (OpR ), All exposures, Closing balance sheet/Positions/Stocks, Euro
849	Exposures to operational risk - Basic indicator approach (BIA)	SUP.Q.PT.W0._Z.E6100._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	PT	E6100	ALL	LE	E	 Portugal, World (all entities, including reference area, including IO), Exposures to operational risk - Basic indicator approach (BIA), All exposures, Closing balance sheet/Positions/Stocks, Euro
850	Exposures to operational risk - Standardised (STA) / Alternative Standardised (ASA) approaches	SUP.Q.PT.W0._Z.E6200._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	PT	E6200	ALL	LE	E	 Portugal, World (all entities, including reference area, including IO), Exposures to operational risk - Standardised (STA) / Alternative Standardised (ASA) approaches, All exposures, Closing balance sheet/Positions/Stocks, Euro
851	Exposures to operational risk - Advanced measurement approaches (AMA)	SUP.Q.PT.W0._Z.E6300._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	PT	E6300	ALL	LE	E	 Portugal, World (all entities, including reference area, including IO), Exposures to operational risk - Advanced measurement approaches (AMA), All exposures, Closing balance sheet/Positions/Stocks, Euro
852	TOTAL RISK EXPOSURE AMOUNT FOR CREDIT VALUATION ADJUSTMENT	SUP.Q.PT.W0._Z.E7000._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	PT	E7000	ALL	LE	E	 Portugal, World (all entities, including reference area, including IO), TOTAL RISK EXPOSURE AMOUNT FOR CREDIT VALUATION ADJUSTMENT, All exposures, Closing balance sheet/Positions/Stocks, Euro
853	OTHER RISK EXPOSURE AMOUNTS (other, due to fixed overheads and related to large exposures in the trading book)	SUP.Q.PT.W0._Z.E9300._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	PT	E9300	ALL	LE	E	 Portugal, World (all entities, including reference area, including IO), OTHER RISK EXPOSURE AMOUNTS (other, due to fixed overheads and related to large exposures in the trading book), All exposures, Closing balance sheet/Positions/Stocks, Euro
854	Exposures to market risk - Risk exposure amount for position, foreign exchange and commodities risks under standardised approaches (SA)	SUP.Q.SI.W0._Z.E5100._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	SI	E5100	ALL	LE	E	 Slovenia, World (all entities, including reference area, including IO), Exposures to market risk - Risk exposure amount for position, foreign exchange and commodities risks under standardised approaches (SA), All exposures, Closing balance sheet/Positions/Stocks, Euro
855	Exposures to market risk - Risk exposure amount for Position, foreign exchange and commodities risks under internal models (IM)	SUP.Q.SI.W0._Z.E5200._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	SI	E5200	ALL	LE	E	 Slovenia, World (all entities, including reference area, including IO), Exposures to market risk - Risk exposure amount for Position, foreign exchange and commodities risks under internal models (IM), All exposures, Closing balance sheet/Positions/Stocks, Euro
856	TOTAL RISK EXPOSURE AMOUNT FOR OPERATIONAL RISK (OpR )	SUP.Q.SI.W0._Z.E6000._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	SI	E6000	ALL	LE	E	 Slovenia, World (all entities, including reference area, including IO), TOTAL RISK EXPOSURE AMOUNT FOR OPERATIONAL RISK (OpR ), All exposures, Closing balance sheet/Positions/Stocks, Euro
857	Exposures to operational risk - Basic indicator approach (BIA)	SUP.Q.SI.W0._Z.E6100._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	SI	E6100	ALL	LE	E	 Slovenia, World (all entities, including reference area, including IO), Exposures to operational risk - Basic indicator approach (BIA), All exposures, Closing balance sheet/Positions/Stocks, Euro
858	Exposures to operational risk - Standardised (STA) / Alternative Standardised (ASA) approaches	SUP.Q.SI.W0._Z.E6200._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	SI	E6200	ALL	LE	E	 Slovenia, World (all entities, including reference area, including IO), Exposures to operational risk - Standardised (STA) / Alternative Standardised (ASA) approaches, All exposures, Closing balance sheet/Positions/Stocks, Euro
859	Exposures to operational risk - Advanced measurement approaches (AMA)	SUP.Q.SI.W0._Z.E6300._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	SI	E6300	ALL	LE	E	 Slovenia, World (all entities, including reference area, including IO), Exposures to operational risk - Advanced measurement approaches (AMA), All exposures, Closing balance sheet/Positions/Stocks, Euro
860	TOTAL RISK EXPOSURE AMOUNT FOR CREDIT VALUATION ADJUSTMENT	SUP.Q.SI.W0._Z.E7000._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	SI	E7000	ALL	LE	E	 Slovenia, World (all entities, including reference area, including IO), TOTAL RISK EXPOSURE AMOUNT FOR CREDIT VALUATION ADJUSTMENT, All exposures, Closing balance sheet/Positions/Stocks, Euro
861	OTHER RISK EXPOSURE AMOUNTS (other, due to fixed overheads and related to large exposures in the trading book)	SUP.Q.SI.W0._Z.E9300._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	SI	E9300	ALL	LE	E	 Slovenia, World (all entities, including reference area, including IO), OTHER RISK EXPOSURE AMOUNTS (other, due to fixed overheads and related to large exposures in the trading book), All exposures, Closing balance sheet/Positions/Stocks, Euro
862	Exposures to market risk - Risk exposure amount for position, foreign exchange and commodities risks under standardised approaches (SA)	SUP.Q.SK.W0._Z.E5100._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	SK	E5100	ALL	LE	E	 Slovakia, World (all entities, including reference area, including IO), Exposures to market risk - Risk exposure amount for position, foreign exchange and commodities risks under standardised approaches (SA), All exposures, Closing balance sheet/Positions/Stocks, Euro
863	Exposures to market risk - Risk exposure amount for Position, foreign exchange and commodities risks under internal models (IM)	SUP.Q.SK.W0._Z.E5200._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	SK	E5200	ALL	LE	E	 Slovakia, World (all entities, including reference area, including IO), Exposures to market risk - Risk exposure amount for Position, foreign exchange and commodities risks under internal models (IM), All exposures, Closing balance sheet/Positions/Stocks, Euro
864	TOTAL RISK EXPOSURE AMOUNT FOR OPERATIONAL RISK (OpR )	SUP.Q.SK.W0._Z.E6000._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	SK	E6000	ALL	LE	E	 Slovakia, World (all entities, including reference area, including IO), TOTAL RISK EXPOSURE AMOUNT FOR OPERATIONAL RISK (OpR ), All exposures, Closing balance sheet/Positions/Stocks, Euro
865	Exposures to operational risk - Basic indicator approach (BIA)	SUP.Q.SK.W0._Z.E6100._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	SK	E6100	ALL	LE	E	 Slovakia, World (all entities, including reference area, including IO), Exposures to operational risk - Basic indicator approach (BIA), All exposures, Closing balance sheet/Positions/Stocks, Euro
866	Exposures to operational risk - Standardised (STA) / Alternative Standardised (ASA) approaches	SUP.Q.SK.W0._Z.E6200._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	SK	E6200	ALL	LE	E	 Slovakia, World (all entities, including reference area, including IO), Exposures to operational risk - Standardised (STA) / Alternative Standardised (ASA) approaches, All exposures, Closing balance sheet/Positions/Stocks, Euro
867	Exposures to operational risk - Advanced measurement approaches (AMA)	SUP.Q.SK.W0._Z.E6300._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	SK	E6300	ALL	LE	E	 Slovakia, World (all entities, including reference area, including IO), Exposures to operational risk - Advanced measurement approaches (AMA), All exposures, Closing balance sheet/Positions/Stocks, Euro
868	TOTAL RISK EXPOSURE AMOUNT FOR CREDIT VALUATION ADJUSTMENT	SUP.Q.SK.W0._Z.E7000._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	SK	E7000	ALL	LE	E	 Slovakia, World (all entities, including reference area, including IO), TOTAL RISK EXPOSURE AMOUNT FOR CREDIT VALUATION ADJUSTMENT, All exposures, Closing balance sheet/Positions/Stocks, Euro
869	OTHER RISK EXPOSURE AMOUNTS (other, due to fixed overheads and related to large exposures in the trading book)	SUP.Q.SK.W0._Z.E9300._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	SK	E9300	ALL	LE	E	 Slovakia, World (all entities, including reference area, including IO), OTHER RISK EXPOSURE AMOUNTS (other, due to fixed overheads and related to large exposures in the trading book), All exposures, Closing balance sheet/Positions/Stocks, Euro
870	Risk-weighted exposure amount to the total exposure amount - institutions (standardised approach)	SUP.Q.AT.W0._Z.EW130._T._Z._Z._Z._Z.PCT.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	AT	EW130	_Z	_Z	PCT	 Austria, World (all entities, including reference area, including IO), Risk-weighted exposure amount to the total exposure amount - institutions (standardised approach), Percentage
871	Risk-weighted exposure amount to the total exposure amount - corporates (standardised approach)	SUP.Q.AT.W0._Z.EW135._T._Z._Z._Z._Z.PCT.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	AT	EW135	_Z	_Z	PCT	 Austria, World (all entities, including reference area, including IO), Risk-weighted exposure amount to the total exposure amount - corporates (standardised approach), Percentage
872	Risk-weighted exposure amount to the total exposure amount - retail (standardised approach)	SUP.Q.AT.W0._Z.EW140._T._Z._Z._Z._Z.PCT.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	AT	EW140	_Z	_Z	PCT	 Austria, World (all entities, including reference area, including IO), Risk-weighted exposure amount to the total exposure amount - retail (standardised approach), Percentage
873	Risk-weighted exposure amount to the total exposure amount - secured by mortgages on immovable property (standardised approach)	SUP.Q.AT.W0._Z.EW145._T._Z._Z._Z._Z.PCT.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	AT	EW145	_Z	_Z	PCT	 Austria, World (all entities, including reference area, including IO), Risk-weighted exposure amount to the total exposure amount - secured by mortgages on immovable property (standardised approach), Percentage
874	Risk-weighted exposure amount to the total exposure amount - corporates (IRB approach)	SUP.Q.AT.W0._Z.EW24C._T._Z._Z._Z._Z.PCT.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	AT	EW24C	_Z	_Z	PCT	 Austria, World (all entities, including reference area, including IO), Risk-weighted exposure amount to the total exposure amount - corporates (IRB approach), Percentage
875	Risk-weighted exposure amount to the total exposure amount - institutions (IRB approach)	SUP.Q.AT.W0._Z.EW24I._T._Z._Z._Z._Z.PCT.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	AT	EW24I	_Z	_Z	PCT	 Austria, World (all entities, including reference area, including IO), Risk-weighted exposure amount to the total exposure amount - institutions (IRB approach), Percentage
876	Risk-weighted exposure amount to the total exposure amount - retail (IRB approach)	SUP.Q.AT.W0._Z.EW24Q._T._Z._Z._Z._Z.PCT.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	AT	EW24Q	_Z	_Z	PCT	 Austria, World (all entities, including reference area, including IO), Risk-weighted exposure amount to the total exposure amount - retail (IRB approach), Percentage
877	Risk-weighted exposure amount to the total exposure amount - retail - secured by real estate (IRB approach)	SUP.Q.AT.W0._Z.EW24R._T._Z._Z._Z._Z.PCT.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	AT	EW24R	_Z	_Z	PCT	 Austria, World (all entities, including reference area, including IO), Risk-weighted exposure amount to the total exposure amount - retail - secured by real estate (IRB approach), Percentage
878	Risk weight (%) - institutions (IRB approach)	SUP.Q.B01.AT._Z.ERW01._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW01	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Austria, Risk weight (%) - institutions (IRB approach), Percentage
879	Risk weight (%) - corporates (IRB approach)	SUP.Q.B01.AT._Z.ERW02._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW02	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Austria, Risk weight (%) - corporates (IRB approach), Percentage
880	Risk weight (%) - corporates - SME (IRB approach)	SUP.Q.B01.AT._Z.ERW03._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW03	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Austria, Risk weight (%) - corporates - SME (IRB approach), Percentage
881	Risk weight (%) - retail (IRB approach)	SUP.Q.B01.AT._Z.ERW04._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW04	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Austria, Risk weight (%) - retail (IRB approach), Percentage
882	Risk weight (%) - retail - secured by immovable property - non-SME (IRB approach)	SUP.Q.B01.AT._Z.ERW05._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW05	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Austria, Risk weight (%) - retail - secured by immovable property - non-SME (IRB approach), Percentage
883	Risk weight (%) - retail - qualifying revolving (IRB approach)	SUP.Q.B01.AT._Z.ERW06._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW06	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Austria, Risk weight (%) - retail - qualifying revolving (IRB approach), Percentage
884	Risk weight (%) - retail - other (IRB approach)	SUP.Q.B01.AT._Z.ERW07._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW07	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Austria, Risk weight (%) - retail - other (IRB approach), Percentage
885	Exposure value - institutions (IRB approach)	SUP.Q.B01.AT._Z.EV001._T._Z._Z.ALL.LE.E.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EV001	ALL	LE	E	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Austria, Exposure value - institutions (IRB approach), All exposures, Closing balance sheet/Positions/Stocks, Euro
886	Exposure value - corporates (IRB approach)	SUP.Q.B01.AT._Z.EV002._T._Z._Z.ALL.LE.E.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EV002	ALL	LE	E	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Austria, Exposure value - corporates (IRB approach), All exposures, Closing balance sheet/Positions/Stocks, Euro
887	Exposure value - corporates - SME (IRB approach)	SUP.Q.B01.AT._Z.EV003._T._Z._Z.ALL.LE.E.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EV003	ALL	LE	E	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Austria, Exposure value - corporates - SME (IRB approach), All exposures, Closing balance sheet/Positions/Stocks, Euro
888	Exposure value - retail (IRB approach)	SUP.Q.B01.AT._Z.EV004._T._Z._Z.ALL.LE.E.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EV004	ALL	LE	E	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Austria, Exposure value - retail (IRB approach), All exposures, Closing balance sheet/Positions/Stocks, Euro
889	Exposure value - retail - secured by immovable property - non-SME (IRB approach)	SUP.Q.B01.AT._Z.EV005._T._Z._Z.ALL.LE.E.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EV005	ALL	LE	E	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Austria, Exposure value - retail - secured by immovable property - non-SME (IRB approach), All exposures, Closing balance sheet/Positions/Stocks, Euro
890	Exposure value - retail - qualifying revolving (IRB approach)	SUP.Q.B01.AT._Z.EV006._T._Z._Z.ALL.LE.E.C	2018Q3	2022Q3	2023-02-02 15:37:00	Q	B01	EV006	ALL	LE	E	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Austria, Exposure value - retail - qualifying revolving (IRB approach), All exposures, Closing balance sheet/Positions/Stocks, Euro
891	Exposure value - retail - Other (IRB approach)	SUP.Q.B01.AT._Z.EV007._T._Z._Z.ALL.LE.E.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EV007	ALL	LE	E	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Austria, Exposure value - retail - Other (IRB approach), All exposures, Closing balance sheet/Positions/Stocks, Euro
892	Risk weight (%) - institutions (IRB approach)	SUP.Q.B01.BE._Z.ERW01._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW01	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Belgium, Risk weight (%) - institutions (IRB approach), Percentage
893	Risk weight (%) - corporates (IRB approach)	SUP.Q.B01.BE._Z.ERW02._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW02	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Belgium, Risk weight (%) - corporates (IRB approach), Percentage
894	Risk weight (%) - corporates - SME (IRB approach)	SUP.Q.B01.BE._Z.ERW03._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW03	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Belgium, Risk weight (%) - corporates - SME (IRB approach), Percentage
895	Risk weight (%) - retail (IRB approach)	SUP.Q.B01.BE._Z.ERW04._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW04	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Belgium, Risk weight (%) - retail (IRB approach), Percentage
